gene	pval	padj	ctrlFirst	ctrlSecond	objFirst	objSecond	ctrlRatio	objRatio	ratioSD	fisher	fisher.adj	chisqr	chisqr.adj
CARHR023840	0.82953	1	347.452855421996	280.381068643964	207.473698012104	263.509595166301	0.553415229893651	0.440511799499254	0.112069602253303	0.000199166569938263	0.000942856474890797	0.000268988634822395	0.00107783241343539
CARHR023850	0.82569	1	3576.40347503162	2497.62919328618	4087.42946302389	3386.93409220078	0.588802146831736	0.546859867442055	0.0270680975021916	1.06072438238495e-06	7.36570305516359e-06	1.05640051823844e-06	6.35678342108574e-06
CARHR023870	0.89574	1	3240.65270546498	3338.94371844372	2866.20356462225	2434.0030732461	0.49253061991602	0.540772041630246	0.0549190913515416	1.73679890881821e-07	1.35263613130893e-06	1.87753192100077e-07	1.25856231165942e-06
CARHR023880	0.48388	1	17.1889752069545	8.07679594325553	87.7550400883221	110.738047235136	0.680326561368843	0.442106278216729	0.174515213746652	0.0326735941246131	0.0844133394668627	0.0405317753530571	0.0882873238197025
CARHR023890	0.93376	1	44.5313485874118	62.7327498447416	367.312274296159	567.456350228721	0.415156135541276	0.392944590414398	0.0637685081723508	0.677829083151682	0.929643670336594	0.73280636245381	0.851978920530957
CARHR023900	1	1	4.46945698239377	2.76153304972054	26.2088762962414	41.9401877695189	0.618097516736159	0.384581602924895	NA	0.427464845412316	0.66796050101412	0.413771680160026	0.566011820364529
CARHR023910	0.99999	1	5497.45195820754	6433.98153541521	10988.4156872627	12734.4915442164	0.460753685728197	0.463198527062553	0.0138806820701488	0.660701610431452	0.913979077487798	0.670362802774434	0.802212142610769
CARHR023920	1	1	0	0	29.88217254544	6.35701081089689	NA	0.824581841472835	NA	1	1	NA	NA
CARHR023950	1	1	0	0	0	30.5238720709575	NA	0	NA	1	1	NA	NA
CARHR023960	1	1	0.729675000453315	0.664197280235206	4.64460296312579	1.77369291185839	0.523487704406377	0.723650491282039	NA	1	1	1	1
CARHR023980	1	1	48.4504020294292	0	36.7153271199292	0	1	1	0	1	1	NA	NA
CARHR023990	0.89039	1	27.5980740422351	146.252695758056	43.453328919131	29.9433997125838	0.158745768419306	0.592033592357613	0.284517207299404	4.92377417545156e-11	5.66357514670671e-10	1.76129225978841e-11	1.83557942902648e-10
CARHR024040	1	1	392.12923843643	11.304316661887	309.517961296951	13.2566928447856	0.971979731187377	0.958928953451951	NA	0.404713521909535	0.641232083432956	0.447132259677246	0.598391881263551
CARHR024050	1	1	0	5.2281013767037	7.40945891958229	0	0	1	NA	0.00126262626262626	0.00501313542379025	0.00292931571185381	0.00919284478615589
CARHR024060	1	1	0	0	0	3.1140480185874	NA	0	NA	1	1	NA	NA
CARHR024070	1	1	0	8.04977836653814	0	4.6853399537503	0	0	NA	1	1	NA	NA
CARHR024110	0.00046	0.0542496703296703	500.019356299296	742.222642651899	1146.85565594206	4188.54280880062	0.402513646070133	0.214952203386626	0.104246907697393	7.0764464767782e-40	3.32360715924655e-38	9.28041956598258e-43	3.96182418373144e-41
CARHR024120	0.73119	1	124.189129472808	557.752074877297	90.1959047923248	199.647972646006	0.18211119768186	0.311187890492927	0.190427116894972	1.50526308367704e-05	8.78438467320391e-05	1.33130909949443e-05	6.80089530432747e-05
CARHR024170	0.8262	1	11.4778586588418	414.189453850977	27.9926876351146	423.670734337547	0.0269643882006491	0.0619768754194334	0.0417210943268685	0.0130347102964561	0.0388525235110588	0.0194111061464749	0.0476525886041837
CARHR024180	0.79152	1	8.31460165818365	30.5245759900006	34.2665931708843	49.6087101291706	0.214077695812706	0.408542107422244	0.20924681578522	0.0405103844994884	0.101224085319793	0.0573019406689465	0.11807082404322
CARHR024190	0.32425	1	282.359375388386	348.518836968101	187.081123886116	418.762360753644	0.447565583749839	0.308794480140949	0.0717392223724833	6.01745225187007e-07	4.34731050602959e-06	6.74637767613306e-07	4.18593054992002e-06
CARHR024200	1	1	0	113.681290693756	0	40.4037653631663	0	0	0	1	1	NA	NA
CARHR024220	0.60423	1	2548.93892879747	1604.86212265709	2690.90918685603	2347.11829279737	0.61364010871558	0.534119592980298	0.0566152721341043	1.77970082217765e-14	2.69389974945142e-13	2.12172194272729e-14	2.72497424085017e-13
CARHR024230	0.40219	1	200.862617688558	149.460362684143	221.831644494975	269.75317560843	0.573364092400861	0.451258125603456	0.102696653031997	0.000470573257382483	0.00206172369799094	0.000619648455407122	0.0023002504205009
CARHR024240	0.66878	1	248.288406620072	928.953123569662	133.09564443234	799.865559223438	0.21090693817101	0.142659355941929	0.069186725128045	5.08923993772867e-05	0.000269917089259719	6.62564655772904e-05	0.000297516069873729
CARHR024260	0.85867	1	529.040917324204	638.932282357275	555.713032398397	559.067592720766	0.452956384160596	0.498495416835034	0.0451065506873448	0.0293386498967218	0.0770679806315894	0.0326843451742042	0.0737079471564801
CARHR024270	0.95674	1	402.104862167606	378.081189226835	286.51233486829	310.408977691424	0.51539611795022	0.479983423007078	0.0659396373840277	0.21123622416542	0.386805842054652	0.212003019804457	0.338141283824228
CARHR024280	1	1	1.15729571902119	1.05232539144917	14.1808337598907	4.15422591136309	0.523753015183149	0.773427194356166	NA	0.447368421052632	0.690863788004438	0.999999999999998	1
CARHR024290	0.52423	1	0	31.999604918801	5.00886352919925	81.3763472701609	0	0.0579828825194735	0.0433315689378262	0.321490241864132	0.538746791397365	0.380013534970065	0.531650599812724
CARHR024300	0.99893	1	790.2666403382	636.449359008889	351.991451668024	287.683134526967	0.55390606168281	0.550266431189322	0.0460669845772938	0.885896451285505	1	0.915592966430694	0.986490531874435
CARHR024310	0.85794	1	23.2600762895121	54.2180618027994	37.0861237600618	53.0901415378578	0.300214703943954	0.411262582648978	0.16112177186557	0.147520392334923	0.291643888834557	0.182808870023055	0.301657028422038
CARHR024320	1	1	0	0	7.37052833651738	0	NA	1	NA	1	1	NA	NA
CARHR024330	0.09512	1	32.4125884854834	47.39065541218	122.186707285753	61.7356833746029	0.406156277645155	0.664338402991899	0.162719569250786	0.000125894286564403	0.000620338605789335	0.000160213627479415	0.000672431347643814
CARHR024340	0.94053	1	236.692608384398	210.294920602279	275.778729729057	301.162492594531	0.529528438793318	0.478001430749529	0.0746399439148634	0.101835120435913	0.215731250003596	0.115843293761306	0.208876278043139
CARHR024350	0.99731	1	1921.45308942369	1319.01510818286	1499.85528410276	1061.90096084699	0.592955391706328	0.58547931211628	0.0381537171207939	0.57260732629926	0.822873838490045	0.58368856055851	0.726330841149733
CARHR024360	0.68385	1	59.5485106412804	9.74159713581452	61.7378934088313	37.0248386043462	0.859408544042779	0.625113260339881	0.30095094095878	0.000931168424825901	0.00381350869499392	0.00157060163523381	0.00529237749460109
CARHR024370	0.56058	1	6.37474954134532	4.02698029917167	8.86599952042719	3.12071621562934	0.612854750035354	0.739652104517495	0.20135699690061	0.651702786377709	0.90499981678868	0.851366081674219	0.94155579915637
CARHR024390	0.45551	1	3377.9811939383	3789.14583511708	2284.57245386914	3420.26750750779	0.471315937368493	0.400462146061277	0.0431447200619866	8.61313168034491e-16	1.45568707391278e-14	9.98166739139619e-16	1.43272772833411e-14
CARHR024400	0.46559	1	1506.28240656261	681.465171254094	1597.79906893088	1156.95245649686	0.688508318709158	0.580015676253337	0.0773374728834299	3.81816838212604e-15	6.06611148437849e-14	5.77685536062598e-15	7.74192274048224e-14
CARHR024410	1	1	32.1009405646562	382.319762260199	25.0115681847771	856.837036384359	0.0774597898846353	0.0283626555115972	NA	0.000123297314535458	0.000608940073444333	0.000108027334705943	0.000467758359276735
CARHR024420	1	1	0	0	2.64088136673472	0	NA	1	NA	1	1	NA	NA
CARHR024430	0.98066	1	319.090681301202	55.6121514462933	214.714737561054	60.987886748358	0.851583317268997	0.778791054669421	0.122911679113037	0.022842556821602	0.0625532839523942	0.0221237500110372	0.0531075128960828
CARHR024440	0.50851	1	1646.41350697437	1950.92135116658	2877.5437163609	4339.60616613583	0.457675910611562	0.398709152949644	0.0719243562999971	5.36726946755353e-09	4.98930584025851e-08	5.33451172624599e-09	4.28883422871395e-08
CARHR024450	1	1	6.21556490112173	0	7.6332324435757	0	1	1	NA	1	1	NA	NA
CARHR024460	1	1	0	0	0	9.85800777190443	NA	0	NA	1	1	NA	NA
CARHR024490	0.9276	1	0	924.345631149943	20.0118719537436	1348.60290768189	0	0.0146219902426243	0.0103854448645811	3.65359193582037e-05	0.000198684310388772	0.000532860111031589	0.00201007964721437
CARHR024500	0.89082	1	1793.00790823209	438.12469973317	2931.0276058452	496.399466924604	0.803631259670966	0.855168481667081	0.0520552096552711	4.12618693614869e-07	3.05079147080591e-06	4.06891821663729e-07	2.60829561817997e-06
CARHR024510	1	1	14.5880333238559	9.70545581467393	18.474428204075	7.15703975764063	0.600491483157068	0.720771367120653	NA	0.55122462579012	0.802678790227893	0.549301042480372	0.696138589445857
CARHR024520	1	1	7.01058721903173	0	3.40463931801034	0	1	1	NA	1	1	NA	NA
CARHR024530	0.97141	1	463.964628677827	175.729213446759	259.133027111727	118.067613347358	0.725291691314212	0.68698989162993	0.0398021561617536	0.19834375923408	0.368561202337485	0.218668321929787	0.346191529782807
